"country_name","country_code","variant","1950-55","1955-60","1960-65","1965-1970","1970-75","1975-80","1980-85","1985-90","1990-95","1995-2000","2000-05","2005-10","2010-15","2015-20","2020-25","2025-30","2030-35","2035-40","2040-45","2045-50","2050-55","2055-60","2060-65","2065-70","2070-75","2075-80","2080-85","2085-90","2090-95","2095-2100"
"WORLD",900,"median",4.9554330739797,4.88516723641279,5.034200166606,4.92294423592788,4.46410578213011,3.86533270459093,3.60005445756208,3.44234760609117,3.02086955996182,2.74752756933238,2.63087289568852,2.56918449500329,2.51644887291982,2.40433520326295,2.30659369479206,2.23504205558608,2.17952315617049,2.11873053366948,2.09348159076147,2.08522066357323,2.08726529822994,2.07965729656039,2.08439675348889,2.10827927115041,2.14400533596361,2.19051274714347,2.22158765341215,2.27643165318286,2.31824366402183,2.37362914946161
"WORLD",900,"0.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.11194224827827,1.91721864651382,1.7816470580363,1.66111579359144,1.5374870570916,1.4476898481466,1.39716225712305,1.35289748316629,1.29844725169127,1.31699970673754,1.30256470628225,1.29721097661198,1.32705111596828,1.32430026033904,1.34756058565772,1.32096235422518,1.35568030339645
"WORLD",900,"0.95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.70636140990335,2.71398621301776,2.68408432220007,2.67003475372304,2.68326015702045,2.69072554417209,2.70414856626839,2.72981748756845,2.78889990108165,2.85669116835953,2.90551475747524,2.97897665090191,3.07424467529123,3.1506401796241,3.25116557131839,3.32254266106665,3.40770075834892
"AFRICA",903,"median",6.61941019690537,6.66159545399453,6.7246880808439,6.7164049441781,6.70813995195417,6.64090327274374,6.48460726041806,6.17877314724894,5.71665852419179,5.34289876174343,5.08423623941592,4.89049931227294,4.72435504240837,4.40874724345157,4.13091489365126,3.86638882269478,3.64038464452604,3.41989961600869,3.24970281289055,3.08714771388968,2.98588511793284,2.85048488470786,2.75321054998072,2.64802461638938,2.54849357339824,2.48338439502173,2.40543279619499,2.35223377489434,2.30357335352093,2.26681053689601
"AFRICA",903,"0.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.03689375764124,3.59060107178566,3.20415735121964,2.88106276713672,2.60324250820694,2.3954315534447,2.23977473256554,2.146168300515,1.94514159587593,1.84737061667864,1.78351456716495,1.66948779599441,1.6368738928201,1.6325213109496,1.55587765415766,1.49982998977071,1.46026116999535
"AFRICA",903,"0.95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.79910323787488,4.70298761565583,4.53726225050543,4.39941174628537,4.26730805416791,4.12487189796183,3.95984859712924,3.85775558726293,3.67641377115756,3.58689189327464,3.52720245077772,3.44321972862937,3.38158619293314,3.26174002560176,3.21753756489702,3.14269830422829,3.13171931627302
"LATIN AMERICA AND THE CARIBBEAN",904,"median",5.8731091383911,5.87952621297468,5.89368349582132,5.53236902660998,5.02552202815042,4.47986400623819,3.95688115264742,3.45597140691541,3.05846910727846,2.75552243247582,2.48264149711887,2.25845195495856,2.14151813767562,2.04726272477203,1.9612853494872,1.90592110730492,1.8544852606772,1.8227994369855,1.8296447007196,1.82764337174947,1.84455250388388,1.8640154892372,1.9014360512434,1.95860219563284,2.01829108662883,2.07579771415329,2.12031983443041,2.18836418615358,2.2582146097027,2.31276584988
"LATIN AMERICA AND THE CARIBBEAN",904,"0.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76034984364281,1.55841020614212,1.42331359759622,1.32866260400862,1.22368877675138,1.14034999844526,1.10239614686539,1.06845823417035,1.0400107936734,1.02704286253738,1.03747273594904,1.05638743794308,1.08787150690079,1.08905081547958,1.11218691207806,1.10225440189415,1.13274659647274
"LATIN AMERICA AND THE CARIBBEAN",904,"0.95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3419018323409,2.36955754432292,2.42244520172859,2.47734183788814,2.54119005790413,2.55704480241757,2.64386369453654,2.70964631301207,2.79570556884767,2.8660585357165,2.93720849878637,2.99806439681401,3.06450207965264,3.15348081611521,3.21428686427944,3.2954819394831,3.36040857475086
"NORTHERN AMERICA",905,"median",3.33637718706732,3.60789810929831,3.27523586077607,2.55042820300019,2.02442112326009,1.76791700103069,1.78705591629045,1.88491188411747,1.99684553929809,1.95392580419784,1.9909560509396,2.01011275483228,1.85124186973958,1.9195605300978,1.98276624141129,2.06690687121635,2.13252970898444,2.18881597023605,2.25152352379407,2.31844215983502,2.38544842602198,2.45938736565812,2.51494840468783,2.58412696480085,2.63930254271676,2.71068104183247,2.78194019589919,2.84515309637609,2.91811424178124,2.98513353319561
