"country_name","country_code","variant","2015","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"LATIN AMERICA AND THE CARIBBEAN",904,"lower 80",634048,662747,687712,708052,723518,734704,741835,744523,743268,737405,729187,718608,706067,691021,676635,659089,645102,632570
"LATIN AMERICA AND THE CARIBBEAN",904,"upper 80",634048,668750,701486,731462,758357,783212,804641,824885,841484,857341,871759,885645,899471,913450,929588,946204,967423,994669
"LATIN AMERICA AND THE CARIBBEAN",904,"lower 95",634048,661101,684040,701997,713938,721555,726235,724286,719822,710073,697048,681242,662367,642361,621322,599892,577761,555952
"LATIN AMERICA AND THE CARIBBEAN",904,"upper 95",634048,670572,705232,737548,767441,793046,818049,843183,864768,886041,907095,924917,947280,969072,995121,1026765,1057840,1090500
"NORTHERN AMERICA",905,"median",357714,371441,385081,398293,410959,422920,434806,446950,460060,474604,490110,507802,525462,543913,563355,585254,608950,636198
"NORTHERN AMERICA",905,"lower 80",357714,370139,382232,393637,404110,413513,421509,429664,437776,447205,457503,467493,478564,489505,500104,511493,523164,535888
"NORTHERN AMERICA",905,"upper 80",357714,372685,388022,403417,418326,432877,448004,464162,481823,502197,524901,549653,577757,607649,641491,679106,721448,767973
"NORTHERN AMERICA",905,"lower 95",357714,369551,380874,391355,400174,408020,414183,420523,426129,431259,437836,445146,451388,457139,461553,467161,475039,482295
"NORTHERN AMERICA",905,"upper 95",357714,373393,389718,406300,422277,439237,456454,474060,495143,518037,544484,572880,605408,644163,684090,730614,778343,832286
"EUROPE",908,"median",738096,739174,737706,734243,729651,724854,720384,716470,713257,709942,708226,709406,713625,721321,732193,745894,762708,782544
"EUROPE",908,"lower 80",738096,737850,734858,729815,723408,716628,710036,703440,696207,688904,682740,679062,678554,681254,687430,695131,704238,715933
"EUROPE",908,"upper 80",738096,740485,740689,739222,736640,734333,732983,732609,733489,734799,738064,745050,755891,770147,788551,812096,839218,871281
"EUROPE",908,"lower 95",738096,737068,733349,727428,719690,712282,703802,695186,686077,677319,669624,663135,659026,657918,659476,662738,669081,676180
"EUROPE",908,"upper 95",738096,741140,742463,741837,740418,739244,739285,740737,743058,746239,751564,761063,775580,794690,818871,846892,879546,914712
"OCEANIA",909,"median",39089,41863,44506,47076,49551,51923,54231,56638,58866,61089,63314,65518,67596,69637,71660,73706,75866,78272
"OCEANIA",909,"lower 80",39089,41622,43966,46156,48174,50019,51763,53446,54912,56229,57392,58301,59116,59632,60235,60829,61202,61569
"OCEANIA",909,"upper 80",39089,42076,45019,47948,50854,53686,56643,59699,62837,66091,69419,72835,76407,80130,83865,87925,92377,97109
"OCEANIA",909,"lower 95",39089,41500,43683,45666,47508,49137,50504,51804,52730,53569,54319,54834,55188,55327,55355,55313,55395,55155
"OCEANIA",909,"upper 95",39089,42201,45268,48374,51379,54553,57754,61220,64848,68642,72462,76661,81010,85732,90480,95620,101313,107749
"ASIA",935,"median",4393296,4599970,4776639,4923650,5051695,5154944,5233913,5293618,5334361,5355637,5369322,5369295,5370748,5375617,5376339,5386853,5419010,5456925
"ASIA",935,"lower 80",4393296,4580017,4734794,4858757,4954944,5025761,5064324,5082208,5064709,5029369,4989765,4929874,4855724,4793097,4734229,4680184,4632778,4595490
"ASIA",935,"upper 80",4393296,4617152,4818951,4995462,5151410,5288008,5415434,5522371,5618541,5705491,5791417,5872486,5955545,6048198,6158069,6290338,6450793,6620735
"ASIA",935,"lower 95",4393296,4567766,4708830,4815077,4893101,4950982,4980132,4968510,4944345,4879615,4805746,4725187,4641273,4553216,4464926,4382109,4302824,4224593
"ASIA",935,"upper 95",4393296,4626668,4841666,5032509,5207693,5379393,5531712,5664794,5771523,5892235,6011456,6143240,6292996,6457706,6620647,6814907,7063860,7341593
