# PXXX[5:13]/PXXX[14:27]
"country_name","country_code","variant","2010-2015","2015-2020","2020-2025","2025-2030","2030-2035","2035-2040","2040-2045","2045-2050","2050-2055","2055-2060","2060-2065","2065-2070","2070-2075","2075-2080","2080-2085","2085-2090","2090-2095","2095-2100"
"WORLD",900,"median",6.94096803334308,6.12652709740709,5.48522397181093,4.88081352949153,4.37586084114227,4.01554495583466,3.78547569607949,3.53466465141528,3.24868882235158,3.08594795659584,2.99701507344022,2.91413192041494,2.81173737452844,2.70072099019272,2.60106239974806,2.52046965590655,2.45871713777739,2.39037134840904
"WORLD",900,"lower 80",6.94096803334308,6.12652709740709,5.48522397181093,4.88081352949153,4.37586084114227,3.997422705814,3.7449734103058,3.47555146263287,3.17556912567613,2.99442848385432,2.882955808104,2.77689244119123,2.65234711055467,2.51605928177045,2.40999700128112,2.32710141865717,2.25664247231443,2.19712655175834
"WORLD",900,"upper 80",6.94096803334308,6.12652709740709,5.48522397181093,4.88081352949153,4.37586084114227,4.03347097344798,3.82211670644728,3.58850243813219,3.32093320741205,3.17484812160688,3.10749895166171,3.04969202503924,2.96823665983223,2.87504830708941,2.79047681307733,2.70857342274416,2.63744076763594,2.57982510659318
"WORLD",900,"lower 95",6.94096803334308,6.12652709740709,5.48522397181093,4.88081352949153,4.37586084114227,3.98710665135575,3.72870397574562,3.45048049859787,3.14075418592155,2.95463534924062,2.83848630102223,2.7196905136178,2.58407549402028,2.44092312624224,2.32244829658689,2.23113976626215,2.15415382142844,2.10081924159987
"WORLD",900,"upper 95",6.94096803334308,6.12652709740709,5.48522397181093,4.88081352949153,4.37586084114227,4.04442196762931,3.84466523592577,3.62138873059278,3.3583001064352,3.22162634942677,3.16686451518951,3.12830637508268,3.06214695792235,2.99844604950679,2.91761825922284,2.83714926641196,2.79877043940873,2.73593561060674
"AFRICA",903,"median",13.0825468466647,12.608741871522,12.0435077918145,11.4866611695998,10.93172919539,10.2147236564298,9.35074575118138,8.47518573179599,7.74999609365874,7.17192741931111,6.6454503342178,6.12664438125554,5.58904114186621,5.07571474710343,4.65836684189778,4.32413003192132,4.04828250371387,3.79263797785144
"AFRICA",903,"lower 80",13.0825468466647,12.608741871522,12.0435077918145,11.4866611695998,10.93172919539,10.1717903240604,9.26726472847731,8.34334465150863,7.57092571237346,6.94365860371411,6.38322974551126,5.79864619373852,5.23146466821393,4.68194634927308,4.25983866437427,3.91203367799947,3.61730528595643,3.37428765379702
"AFRICA",903,"upper 80",13.0825468466647,12.608741871522,12.0435077918145,11.4866611695998,10.93172919539,10.256650599944,9.43418668046825,8.60251661514355,7.91905880586223,7.38305168489669,6.90473942551156,6.42841316090285,5.93805874895033,5.45876151232085,5.06923470129529,4.75509484548613,4.48272900866713,4.23948225853147
"AFRICA",903,"lower 95",13.0825468466647,12.608741871522,12.0435077918145,11.4866611695998,10.93172919539,10.1534162440242,9.21530613357539,8.26039390948606,7.45913511049784,6.82463687882151,6.2287400869007,5.61906902020007,5.04031873188403,4.47442927624562,4.04985780364151,3.70408146862416,3.41994948356093,3.1634723819048
"AFRICA",903,"upper 95",13.0825468466647,12.608741871522,12.0435077918145,11.4866611695998,10.93172919539,10.2771136894954,9.47864350318871,8.66557889548516,8.01068910150619,7.49635863607291,7.06835625654476,6.61406019783928,6.13770251554165,5.6613006248067,5.29454360751121,4.96218790704618,4.70183700003285,4.46548102444525
"LATIN AMERICA AND THE CARIBBEAN",904,"median",7.61928356242121,6.69106321288981,5.82698366467603,5.01080795327846,4.36131576376876,3.81818134662787,3.3488286386334,2.94658253531337,2.61577944316281,2.3491010024416,2.13133568679191,1.97097977233527,1.85153706856802,1.74658251199675,1.66156508226126,1.59421825567426,1.54153006290739,1.49792257832689
"LATIN AMERICA AND THE CARIBBEAN",904,"lower 80",7.61928356242121,6.69106321288981,5.82698366467603,5.01080795327846,4.36131576376876,3.79206898355682,3.2947599799948,2.86745070499678,2.51675776260753,2.22579894326835,1.98413148128207,1.80513764554155,1.66025643053704,1.53785804273732,1.43664149775093,1.37678572730654,1.31481012833246,1.27540102459874
"LATIN AMERICA AND THE CARIBBEAN",904,"upper 80",7.61928356242121,6.69106321288981,5.82698366467603,5.01080795327846,4.36131576376876,3.84731941390538,3.40088553942901,3.0191378263134,2.70650401604034,2.45816781474928,2.2646808165588,2.12687099034167,2.03211358458951,1.9576284248556,1.8734973897935,1.80573531959684,1.73950174807672,1.70131111947813
"LATIN AMERICA AND THE CARIBBEAN",904,"lower 95",7.61928356242121,6.69106321288981,5.82698366467603,5.01080795327846,4.36131576376876,3.77806943392389,3.26308747103125,2.82477437382615,2.46093995047033,2.15933912247241,1.90782578891012,1.71644177407759,1.55701729039674,1.4121057660634,1.29566880449252,1.24249320218003,1.19940790874223,1.16173566089828
"LATIN AMERICA AND THE CARIBBEAN",904,"upper 95",7.61928356242121,6.69106321288981,5.82698366467603,5.01080795327846,4.36131576376876,3.85864774075221,3.42428637154369,3.05384925677602,2.75587265984433,2.51688163237773,2.32828834076945,2.19668437195726,2.10982367488268,2.04075395507353,1.96978904610309,1.9068742037103,1.85202511062709,1.79911562327403
"NORTHERN AMERICA",905,"median",4.03865265607247,3.48732205432626,3.00676682526914,2.69046887597191,2.54048148479193,2.4896220830102,2.47459205113605,2.43173575468543,2.34712347796708,2.22532742955002,2.14036214506267,2.06946075967402,2.00144638882273,1.97202500384862,1.93416524605276,1.88643321644162,1.83908938507881,1.79155420879183
