# PXXX[5:13]/(PXXX[1:4]+PXXX[14:27])
"country_name","country_code","variant","2010-2015","2015-2020","2020-2025","2025-2030","2030-2035","2035-2040","2040-2045","2045-2050","2050-2055","2055-2060","2060-2065","2065-2070","2070-2075","2075-2080","2080-2085","2085-2090","2090-2095","2095-2100"
"WORLD",900,"median",1.35420225118672,1.34526582382891,1.336518110589,1.32497146584497,1.3109309649597,1.29702551754451,1.28633857866365,1.26270377187516,1.22528610991907,1.20710980631944,1.20225264813038,1.19411353019167,1.17976261374928,1.16061089791745,1.14308645620245,1.12888434186191,1.11846375576311,1.10873248641849
"WORLD",900,"lower 80",1.35420225118672,1.33537667756225,1.3171893807008,1.29698008902035,1.27345499788566,1.25721637163731,1.24141211628381,1.2171787772838,1.17834015401557,1.15922250241726,1.15621088307567,1.14854049827221,1.13499133111518,1.11363040682245,1.09907100123938,1.08574513681386,1.07411751968878,1.06725116760051
"WORLD",900,"upper 80",1.35420225118672,1.35474315401315,1.3552638942811,1.35657453911614,1.35413545978883,1.34687560811613,1.33858222339199,1.31456789691992,1.27502454447735,1.25439491845351,1.24832902275702,1.24450107458705,1.2284354922927,1.20821148881006,1.19046712040027,1.17509733389213,1.16451444161585,1.15372017703938
"WORLD",900,"lower 95",1.35420225118672,1.32927145453153,1.30484739670809,1.27992648841185,1.25093327781955,1.23225841064216,1.21791639665132,1.18971393947985,1.15347779573787,1.13073359471791,1.12793442477531,1.12308457642422,1.10952519634955,1.09299820167772,1.07416502644735,1.06287913771495,1.05455592245806,1.0466847648133
"WORLD",900,"upper 95",1.35420225118672,1.35957712950067,1.36936646181258,1.37546805728451,1.37721630445443,1.37513842223652,1.36674074657893,1.34186358760217,1.29762918606905,1.28237867222617,1.27863846912606,1.27226910548117,1.25390281964145,1.23648749446701,1.21867577038585,1.19795072922382,1.18954716067528,1.18099373396695
"AFRICA",903,"median",0.825107598282575,0.848107109913897,0.88185797786757,0.927654398576217,0.982961070533006,1.03264320810368,1.0734393713432,1.10908692941773,1.14423256574962,1.17848642079069,1.20926704969101,1.23257095988085,1.24430283586852,1.24421653906523,1.24493136873719,1.24007623310191,1.23759729745177,1.23043903026946
"AFRICA",903,"lower 80",0.825107598282575,0.842941655870199,0.869070834592797,0.90529807639948,0.949126270786849,0.988289154374665,1.01936412545955,1.04568368410357,1.07396298044799,1.09991340980204,1.12749138039112,1.14558140598835,1.15643737437486,1.15808124384642,1.15819846366554,1.15942886755355,1.15344160369424,1.15169902952996
"AFRICA",903,"upper 80",0.825107598282575,0.853218685283262,0.893202523266025,0.949601975567551,1.01971614361651,1.07897363422975,1.13193856761555,1.17763090662447,1.22014281225119,1.26293907811328,1.30180810526069,1.32915616494512,1.34026356319987,1.333889079623,1.32633261061551,1.32093324946004,1.31468435435929,1.30248936201152
"AFRICA",903,"lower 95",0.825107598282575,0.840383666558206,0.864743436836314,0.896616715404213,0.933047658606855,0.967925332694594,0.995710168051333,1.01555414238552,1.03478168422284,1.06066225194774,1.076362246059,1.09794774833118,1.10803546238267,1.11154354522603,1.11560851993006,1.11898759318024,1.11590613712165,1.11111073568696
"AFRICA",903,"upper 95",0.825107598282575,0.856220789471257,0.900406474421449,0.960627062927935,1.03787848506083,1.11161247224683,1.1702300013088,1.2170471652549,1.267081878931,1.30763912507026,1.35028398228846,1.37916575413828,1.3893703834339,1.38921694027441,1.38175111536888,1.37217670342293,1.36108078553356,1.35010119810411
"LATIN AMERICA AND THE CARIBBEAN",904,"median",1.38022517748248,1.44314381492248,1.47672498582227,1.47661433505449,1.46783661685987,1.44290860362914,1.39822785027379,1.3385396673353,1.27295326207287,1.21031111361271,1.14990977186622,1.10032368019793,1.05723270805397,1.02022506952676,0.988005530131091,0.959058060518698,0.939653798397549,0.927334099710936
"LATIN AMERICA AND THE CARIBBEAN",904,"lower 80",1.38022517748248,1.42556583022285,1.43705132611944,1.41626343818074,1.38719016551858,1.35915442270667,1.313899967,1.26161689089232,1.2042692694886,1.14720774979137,1.0930114272594,1.05112433595011,1.01362569351252,0.969909316946117,0.933377028757753,0.902956922454291,0.882178612437649,0.863653610099072
"LATIN AMERICA AND THE CARIBBEAN",904,"upper 80",1.38022517748248,1.46009652594238,1.51465786812079,1.53552403353033,1.55285807662629,1.53765597332933,1.49443196638439,1.42892528273993,1.35707924722919,1.2823432116996,1.21208707228605,1.15468932391757,1.11259677500112,1.07885835569791,1.04435752104296,1.01548329780449,0.992702412277814,0.976582687720717
"LATIN AMERICA AND THE CARIBBEAN",904,"lower 95",1.38022517748248,1.41798945646856,1.42348990272435,1.39437112065169,1.35259938051859,1.31730888313368,1.27577396644015,1.22127709165127,1.16334980399084,1.11235852662836,1.06261976292426,1.02805703742943,0.993220322570712,0.947213484785428,0.904334023257459,0.865317065284424,0.835194266849321,0.812834941888203
"LATIN AMERICA AND THE CARIBBEAN",904,"upper 95",1.38022517748248,1.47090718926238,1.53399146833645,1.569378563072,1.60016382404849,1.5962032255405,1.55339535430112,1.48785832499458,1.40508933499691,1.3240509941852,1.24803379055922,1.19018654869761,1.14808768271605,1.10590102870616,1.07492804279876,1.04250943058103,1.02151049169147,1.0030156764107
"NORTHERN AMERICA",905,"median",1.48399213171985,1.41060411007621,1.31408699049423,1.24105198185008,1.19500258117518,1.18193963350679,1.18115560870502,1.17217093430255,1.14599883948376,1.10704975448781,1.07742370725763,1.05489899032383,1.03690018126112,1.0321407737777,1.02288883815853,1.01014154236525,0.99369760539976,0.982736447365867
