"country_name","country_code","variant","2015","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"LATIN AMERICA AND THE CARIBBEAN",904,"upper 80",632043,667563,701005,731077,757623,781445,802487,821026,836744,849766,862493,873106,885441,896945,908640,920441,935181,949996
"LATIN AMERICA AND THE CARIBBEAN",904,"lower 95",632043,659079,682828,701557,715383,724393,728596,728357,723590,716092,703941,689066,672073,653241,632774,612100,590199,568886
"LATIN AMERICA AND THE CARIBBEAN",904,"upper 95",632043,669034,703746,735827,765739,793300,818593,840830,861378,881812,902348,920466,941960,963088,988272,1016376,1041876,1069478
"NORTHERN AMERICA",905,"median",355879,369327,383246,396976,409700,421440,432553,444068,455776,468278,481725,495562,509812,524407,538709,554362,570152,589540
"NORTHERN AMERICA",905,"lower 80",355879,368103,380393,392169,402919,411976,420003,427602,434602,441883,449399,457391,463899,469877,475593,480367,485507,490163
"NORTHERN AMERICA",905,"upper 80",355879,370628,385953,401331,416216,430052,444292,459010,475141,492674,511695,532664,554700,578948,604454,631545,662838,695789
"NORTHERN AMERICA",905,"lower 95",355879,367313,379004,389638,398738,406370,412816,418331,422574,427453,432890,438239,441341,445029,446807,448133,448642,450450
"NORTHERN AMERICA",905,"upper 95",355879,371270,387413,403674,419468,434968,449741,466730,485534,506208,528437,552263,578558,606984,636786,671269,712123,752896
"EUROPE",908,"median",740460,742522,741349,738241,733577,728196,722896,717314,711353,704985,699515,695459,694478,695762,699472,705631,713972,722615
"EUROPE",908,"lower 80",740460,741316,738723,734009,727592,719955,712422,704134,695777,686398,676912,669392,663840,659609,657856,658879,659991,660754
"EUROPE",908,"upper 80",740460,743896,744500,743170,740170,736740,734007,731547,728967,727053,725879,726875,731314,738628,748988,763197,779533,798032
"EUROPE",908,"lower 95",740460,740616,737190,731551,723621,714914,706065,696508,685744,674543,663797,655071,646571,639241,635830,632709,630904,630711
"EUROPE",908,"upper 95",740460,744666,745752,745586,744045,741650,740018,739556,738973,739132,740160,743937,751553,763280,778258,796596,816805,841651
"OCEANIA",909,"median",39304,42157,44863,47494,50050,52501,54875,57262,59539,61760,63924,66082,68104,70157,72240,74132,75987,77848
"OCEANIA",909,"lower 80",39304,41934,44345,46563,48655,50550,52328,54032,55396,56625,57700,58545,59310,59994,60601,60778,61158,61308
"OCEANIA",909,"upper 80",39304,42372,45360,48333,51293,54243,57245,60307,63494,66645,69936,73228,76679,80160,83768,87484,91725,96010
"OCEANIA",909,"lower 95",39304,41813,44071,46122,47941,49631,51083,52635,53596,54302,54992,55499,55808,55772,55750,55581,55408,54789
"OCEANIA",909,"upper 95",39304,42469,45591,48750,51862,54997,58209,61663,65327,68879,72509,76360,80419,84630,88924,93459,98221,103645
"ASIA",935,"median",4419898,4622207,4798825,4945581,5065467,5160385,5228979,5273771,5297673,5303838,5296434,5284162,5260809,5229967,5213708,5196824,5186245,5181672
"ASIA",935,"lower 80",4419898,4603372,4757411,4876916,4969957,5031100,5060039,5060694,5040369,5000190,4938834,4871303,4784186,4696530,4610121,4517638,4444644,4385023
"ASIA",935,"upper 80",4419898,4643095,4837787,5010574,5159021,5282511,5391367,5482002,5555910,5608925,5662071,5713015,5762873,5822716,5878763,5955420,6033705,6130086
"ASIA",935,"lower 95",4419898,4592641,4730446,4835873,4920519,4964479,4977069,4965613,4914098,4844809,4760021,4666034,4556190,4436472,4311217,4222205,4111788,4000360
"ASIA",935,"upper 95",4419898,4654604,4864187,5050634,5214787,5358304,5491487,5606191,5707361,5793003,5868586,5944198,6036007,6135868,6256162,6413763,6505694,6703487
